ecmwf_u_front,ecmwf_u_late,ecmwf_v_front,ecmwf_v_late,ndbc_wdir,ndbc_wspeed,sar,station,ecmwf_wspeed_front,ecmwf_wspeed_late,ecmwf_wdir_late,ecmwf_wdir_front,scending
2.26820147166842,2.6897908969336735,6.907097876467577,7.397092838452378,237,7.3,S1A_IW_GRDH_1SDV_20160420T222647_20160420T222714_010911_0105A7_C058,mism1,7.269988926482742,7.870956582900883,19.98268891007276,18.17951024818024,Ascending
3.4505902045962675,2.9005856095663063,-3.5896830869401737,-0.4602485963972392,186,6.8,S1A_IW_GRDH_1SDV_20160514T222648_20160514T222710_011261_0110C1_9130,44005,4.979196463759997,2.9368734478878675,99.01620454382036,136.1318308439132,Ascending
2.454766906986954,2.478996184301046,-5.022646131322394,-0.7194014874025356,189,8.7,S1A_IW_GRDH_1SDV_20160514T222648_20160514T222710_011261_0110C1_9130,mism1,5.590425272564343,2.5812711174644414,106.18266032432496,153.9534008897696,Ascending
-6.7911253160718275,-5.967329887392587,-5.14895594374514,-3.776970050187696,182,7.1,S1A_IW_GRDH_1SDV_20160607T222649_20160607T222717_011611_011C06_A935,44005,8.522389944682189,7.062190081340468,-122.33141272115937,-127.16900105715322,Ascending
-5.632965860458072,-4.280972186331553,-4.155899487455944,-2.341829250418876,163,6.6,S1A_IW_GRDH_1SDV_20160607T222649_20160607T222717_011611_011C06_A935,mism1,7.000128922735832,4.879640058268826,-118.68007541706629,-126.41922967068872,Ascending
-2.9217097290108,-0.3970190328820706,0.19090026419589634,0.4522309105877902,175,8.3,S1A_IW_GRDH_1SDV_20160701T222651_20160701T222718_011961_012715_5897,44005,2.9279396598062646,0.6017781227011135,-41.28029178485984,-86.26169082847423,Ascending
-1.7368980683515431,0.7902155555086026,1.9156825303823977,1.4452873668769897,164,8.6,S1A_IW_GRDH_1SDV_20160701T222651_20160701T222718_011961_012715_5897,mism1,2.585856619585786,1.647208607621388,28.66777612157535,-42.197754883576,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,218,10.9,S1A_IW_GRDH_1SDV_20160718T223435_20160718T223504_012209_012F39_77C1,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
4.080551414762745,4.6814374921523125,8.75818995507683,8.938943652164555,150,5.0,S1A_IW_GRDH_1SDV_20160725T222652_20160725T222725_012311_013282_3482,44005,9.66213181123767,10.090617949833517,27.641617865916853,24.98140674575827,Ascending
4.6135955156728485,4.914038554367629,8.43588215786016,8.494681553298335,140,6.1,S1A_IW_GRDH_1SDV_20160725T222652_20160725T222725_012311_013282_3482,mdrm1,9.61505961310381,9.813632844454624,30.04870059343709,28.674309562736262,Ascending
3.850373280278845,4.223504150915908,8.096152317550697,7.710689614122652,135,5.6,S1A_IW_GRDH_1SDV_20160725T222652_20160725T222725_012311_013282_3482,mism1,8.965102160403239,8.79162792878218,28.711575183488986,25.434855764952,Ascending
-2.177870915468077,-3.704315386256084,-1.9520110362176344,1.6303965747379152,201,7.1,S1A_IW_GRDH_1SDV_20160806T222653_20160806T222718_012486_01385A_4106,44005,2.924631397280212,4.047239240738146,-66.24405500656114,-131.86965886613908,Ascending
-0.4406317320474429,-2.6018832684647464,-0.8478890552118834,2.6495860956663004,234,5.9,S1A_IW_GRDH_1SDV_20160806T222653_20160806T222718_012486_01385A_4106,mism1,0.9555481009531804,3.7135027966954572,-44.47955604252057,-152.5399626613543,Ascending
-7.50831192456905,-7.13518105393198,-2.5661380552385857,-1.2028631832275387,197,4.6,S1A_IW_GRDH_1SDV_20160830T222654_20160830T222721_012836_014406_AA4F,44005,7.934721953236259,7.235861283216683,-99.56906419662027,-108.86904135169216,Ascending
-5.446400425139537,-4.959391951126221,-1.4032166787946565,-0.8130449690262971,215,7.9,S1A_IW_GRDH_1SDV_20160830T222654_20160830T222721_012836_014406_AA4F,mism1,5.6242594746871015,5.025595551430151,-99.310276513039,-104.44754739287457,Ascending
6.985641764722779,9.333458736458617,-3.219464671218322,-4.961668980497617,10,9.8,S1A_IW_GRDH_1SDV_20160923T222655_20160923T222722_013186_014F7D_D93C,44005,7.691823167121178,10.570317453000543,117.995122815815,114.7435039214476,Ascending
7.220665754669504,8.720458020412003,-2.9428897371202325,-3.64412697160515,21,6.7,S1A_IW_GRDH_1SDV_20160923T222655_20160923T222722_013186_014F7D_D93C,mism1,7.797346596471425,9.451245921620501,112.67919735452914,112.17408329355713,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,29,14.5,S1A_IW_GRDH_1SDV_20160928T223438_20160928T223507_013259_0151D5_602F,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,353,8.7,S1A_IW_GRDH_1SDV_20161010T223438_20161010T223507_013434_015759_110C,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
6.0019331057705045,2.8787792599836166,0.14734515646391344,-3.3740853036668597,26,10.6,S1A_IW_GRDH_1SDV_20161011T231312_20161011T231341_013449_0157D0_B836,41004,6.003741466891904,4.43529273714064,139.52909416221556,88.59369305552853,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,270,17.2,S1A_IW_GRDH_1SDV_20161022T223438_20161022T223507_013609_015CDA_0BCF,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,271,10.9,S1A_IW_GRDH_1SDV_20161103T223438_20161103T223507_013784_01624D_47D3,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,128,13.3,S1A_IW_GRDH_1SDV_20161115T223438_20161115T223507_013959_0167C3_EA97,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,320,10.9,S1A_IW_GRDH_1SDV_20161127T223437_20161127T223506_014134_016D1C_528B,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,293,12.4,S1A_IW_GRDH_1SDV_20161209T223437_20161209T223506_014309_0172A8_1024,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,266,8.3,S1A_IW_GRDH_1SDV_20161221T223437_20161221T223506_014484_01781F_2D83,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
3.7389186046340015,2.9950797910912783,4.2611250817496495,1.9287490627019928,35,9.0,S1A_IW_GRDH_1SDV_20170412T233536_20170412T233601_016118_01A9E5_F191,plsf1,5.668923997937722,3.5623834580063374,57.219577939733455,41.265290402269336,Ascending
5.214481593062409,4.516678406416459,6.173194311183674,4.809919439172628,1,6.4,S1A_IW_GRDH_1SDV_20170412T233626_20170412T233651_016118_01A9E5_975A,42013,8.0807887169519,6.59815950385556,43.19913534434307,40.187695416295206,Ascending
6.246648806642875,5.546422692265517,5.63964424146689,2.290256456877448,358,7.2,S1A_IW_GRDH_1SDV_20170412T233626_20170412T233651_016118_01A9E5_975A,42022,8.41583082552421,6.000673238858013,67.56304702508646,47.923418898539715,Ascending
7.9257377245096805,6.527708423486375,-1.5142822035112111,0.426097845948604,224,1.9,S1A_IW_GRDH_1SDV_20170413T224216_20170413T224241_016132_01AA52_2EE8,44066,8.069099644296546,6.541600464441178,86.26530158645453,100.81650862574944,Ascending
4.005440655089053,3.0944198280790687,4.021571989223748,5.807331406235023,205,7.3,S1A_IW_GRDH_1SDV_20170416T230513_20170416T230538_016176_01ABB0_6C3F,41037,5.675966534956781,6.580313984473122,28.05079392765681,44.884856775421845,Ascending
4.824390228305474,3.8988318349070354,4.28725814638884,6.397503116003383,223,8.7,S1A_IW_GRDH_1SDV_20170416T230513_20170416T230538_016176_01ABB0_6C3F,41064,6.454093545088017,7.491924705718657,31.35939298635152,48.37368442445132,Ascending
3.7364956769025914,4.441567646742769,5.02987273321914,5.378313595074996,61,9.9,S1A_IW_GRDH_1SDV_20170418T224911_20170418T224936_016205_01AC97_F9E0,41001,6.265861445634841,6.975226181820961,39.550883952984535,36.60721273380272,Ascending
5.132102050194483,4.206543656796043,3.0960259499191203,0.00579105633497079,153,6.8,S1A_IW_GRDH_1SDV_20170418T225026_20170418T225051_016205_01AC97_398A,44065,5.993650651830069,4.206547643004237,89.92112220759563,58.89882077080415,Ascending
-2.112451866720022,0.4170846848715328,-1.0133984645934149,3.048115331413939,88,4.3,S1A_IW_GRDH_1SDV_20170420T223430_20170420T223459_016234_01AD81_6351,44018,2.342953123143781,3.0765186019192368,7.791601396105355,-115.62825354665331,Ascending
-39.234127639645465,-39.234127639645465,-44.598994771988174,-44.598994771988174,59,9.2,S1A_IW_GRDH_1SDV_20170420T223430_20170420T223459_016234_01AD81_6351,buzm3,59.400228167203366,59.400228167203366,-138.66162743818788,-138.66162743818788,Ascending
-0.8016479640274596,-1.4413008851195812,4.472367354249761,6.859187257962398,172,3.9,S1A_IW_GRDH_1SDV_20170421T231221_20170421T231246_016249_01ADF0_C87E,41010,4.5436449255623375,7.008979817437072,-11.866751717527317,-10.16204858673222,Ascending
2.791553861652879,2.6195259927227994,4.598677166672513,6.0490622541475245,213,7.3,S1A_IW_GRDH_1SDV_20170421T231311_20170421T231336_016249_01ADF0_2DDB,41004,5.379647260349347,6.591894309005772,23.414861177994705,31.25917854402336,Ascending
5.161177182971401,1.105196160591838,-0.05083058371660343,-2.857957277042868,310,8.9,S1A_IW_GRDH_1SDV_20170424T233537_20170424T233602_016293_01AF45_9DD2,plsf1,5.161427482999793,3.0642092537536048,158.85809377762737,90.56426734766762,Ascending
4.451259357668405,2.8739334045207983,-4.473851773899412,-3.180265074259537,299,8.6,S1A_IW_GRDH_1SDV_20170424T233627_20170424T233652_016293_01AF45_60C6,42013,6.311026823271588,4.28644131607742,137.89659423825452,135.14503430995742,Ascending
4.233195861841551,2.49595667842091,-4.82664814652847,-2.716403176913925,295,10.2,S1A_IW_GRDH_1SDV_20170424T233627_20170424T233652_016293_01AF45_60C6,42022,6.420006194319376,3.688989829221817,137.4217689444587,138.74772507939366,Ascending
